reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0306,NIST Chemistry WebBook evaluated normal boiling point: Average of 18 out of 21 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C560214&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0307,NIST Chemistry WebBook evaluated normal boiling point: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2051301&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0308,"Richards and Davis, 1920 Richards, T.W.; Davis, H.S., The heats of combustion of benzene, toluene, aliphatic alcohols, cyclohexanol, and other carbon compounds, J. Am. Chem. Soc., 1920, 42, 1599-1617. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1072168&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0309,NIST Chemistry WebBook evaluated fusion temperature: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1072168&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0310,NIST Chemistry WebBook evaluated normal boiling point: Average of 12 out of 14 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1072168&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0311,Human Metabolome Database (HMDB),,https://www.hmdb.ca/metabolites/HMDB0039000,PubChem source-linked experimental annotation,www.hmdb.ca,Source-specific property URL and source label retained from the selected database annotation.
REF-0312,"Mears, Fookson, et al., 1950 Mears, T.W.; Fookson, A.; Pomerantz, P.; Rich, E.H.; Dussinger, C.S.; Howard, F.L., Syntheses and Properties of Two Olefins, Six Paraffins, and Their Intermediates, J. Res. Natl. Bur. Stand. (U. S.), 1950, 44, 299. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3221612&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0313,NIST Chemistry WebBook evaluated normal boiling point: Average of 14 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3221612&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0314,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C617787&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0315,NIST Chemistry WebBook evaluated fusion temperature: Average of 8 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C617787&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0316,NIST Chemistry WebBook evaluated normal boiling point: Average of 24 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C617787&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0317,"Parks, West, et al., 1941, 2 Parks, G.S.; West, T.J.; Moore, G.E., Thermal data on organic compounds. XXI. Some heat capacity, entropy and free energy data form the four methylnonanes., J. Am. Chem. Soc., 1941, 63, 1133. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C5911046&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0318,NIST Chemistry WebBook evaluated normal boiling point: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C5911046&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0319,"Klein, Tobias; Cui, Junwei; Kalantar, Ahmad; Chen, Jiaqi; Rausch, Michael H.; Koller, Thomas M.; Froeba, Andreas P. (2018). Viscosity and Surface Tension of Branched Alkanes 2-Methylnonane and 4-Methylnonane. J. Chem. Eng. Data 63, 2833-2839. https://doi.org/10.1021/acs.jced.8b00163",10.1021/acs.jced.8b00163,https://doi.org/10.1021/acs.jced.8b00163,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0320,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#17301-94-9,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0321,"Anonymous, 1962 Anonymous, R., , Am. Pet. Inst. Res. Proj. 58A, Annu. Rep., 1962. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3891983&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0322,"Ngema, P. T.[Peterson Thokozani]; Matkowska, D.[Dobrochna]; Naidoo, P.[Paramesperi]; Hofman, T.[Tadeusz]; Ramjugernath, D.[Deresh] (2012). Vapor Liquid Equilibrium Data for Binary Systems of 1-Methyl-4-(1-methylethenyl)-cyclohexene + {Ethanol, Propan-1-ol, Propan-2-ol, Butan-1-ol, Pentan-1-ol, or Hexan-1-ol} at 40 kPa. J. Chem. Eng. Data 57, 2053-2058. https://doi.org/10.1021/je300347z",10.1021/je300347z,https://doi.org/10.1021/je300347z,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0323,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/4186,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0324,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#5989-27-5,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0325,"Johnson, Prosen, et al., 1947 Johnson, W.H.; Prosen, E.J.; Rossini, F.D., Heats of combustion and isomerization of the eight C8H16 alkylcyclohexanes, J. Res. NBS, 1947, 39, 49-52. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C590669&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0326,"Shortridge, Craig, et al., 1948 Shortridge, R.W.; Craig, R.A.; Greenlee, K.W.; Derfer, J.M.; Boord, C.E., The Synthesis of Some Cyclopropane and Spirane Hydrocarbons, J. Am. Chem. Soc., 1948, 70, 946. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C590669&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0327,NIST Chemistry WebBook evaluated normal boiling point: Average of 28 out of 29 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C590669&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0328,"White and Glasgow, 1939 White, J.D.; Glasgow, A.R., Separation of 1,2,4-Trimethylcyclohexane and An Isononane From A Midcontinent Petroleum, J. Res. Natl. Bur. Stand. (U. S.), 1939, 22, 137. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2234755&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0329,NIST Chemistry WebBook evaluated normal boiling point: Average of 11 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2234755&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0330,"Johnson, Prosen, et al., 1947 Johnson, W.H.; Prosen, E.J.; Rossini, F.D., Heats of combustion and isomerization of the eight C8H16 alkylcyclohexanes, J. Res. NBS, 1947, 39, 49-52. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2207014&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0331,NIST Chemistry WebBook evaluated fusion temperature: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2207014&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0332,NIST Chemistry WebBook evaluated normal boiling point: Average of 21 out of 27 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2207014&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0333,"Johnson, Prosen, et al., 1947 Johnson, W.H.; Prosen, E.J.; Rossini, F.D., Heats of combustion and isomerization of the eight C8H16 alkylcyclohexanes, J. Res. NBS, 1947, 39, 49-52. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C638040&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0334,"Forziati, Glasgow, et al., 1946 Forziati, A.F.; Glasgow, A.R.; Willingham, C.B.; Rossini, F.D., Specification adn Properties of 29 Paraffin, 4 Alkylcyclopentanes, 10 Alkylcyclohexanes and 8 Alkylbenzene Hydrocarbons, J. Res. Natl. Bur. Stand. (U. S.), 1946, 36, 129. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C638040&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0335,NIST Chemistry WebBook evaluated normal boiling point: Average of 22 out of 24 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C638040&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0336,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5328,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0337,"Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of formation and combustion of the normal alkylcyclopentanes and cyclohexanes and the increment per CH2 group for several homologous series of hydrocarbons, J. Res. NBS, 1946, 37, 51-56. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2040951&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0338,NIST Chemistry WebBook evaluated fusion temperature: Average of 8 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2040951&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0339,NIST Chemistry WebBook evaluated normal boiling point: Average of 10 out of 12 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2040951&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0340,"Johnson, Prosen, et al., 1949 Johnson, W.H.; Prosen, E.J.; Rossini, F.D., Heats of combustion and isomerization of the six C7H14 alkylcyclopentanes, J. Res. NBS, 1949, 42, 251-255. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2532583&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0341,NIST Chemistry WebBook evaluated fusion temperature: Average of 12 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2532583&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0342,NIST Chemistry WebBook evaluated normal boiling point: Average of 10 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2532583&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
